company_name,sector,funding_total_usd,company_age,target,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,High Operational Costs
Infolibria,Infrastructure|Software|Technology,41000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InfoLogix,Enterprise Software,3000000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InfoMedics,Health Care|Pharmaceuticals|Physicians,10000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Informance International,Enterprise Software,6000000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Information Development Consultants,Finance,1000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Informative,Advertising,9500000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Infoteria Corporation,Software|Web Development,200000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Infotrieve,Consulting,32755000.0,39,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InfoVista,Customer Service|Enterprise Software|Information Technology|Professional Services,62449384.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InfraReDx,Health Care,91625000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Infrasoft Technologies,Software,24800000.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Infravio,Enterprises|Enterprise Software|Software,6200000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
inFreeDA,Advertising|Mobile,0.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ingenious Med,Cloud Infrastructure|Diagnostics|Health Care|Health Diagnostics|Medical Professionals,6450000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ingenuity Systems,Biotechnology,15400000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ingrian Networks,Privacy|Security,51400000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inhance Media,Technology,0.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inhibitex,Biotechnology,61250000.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Initiate Systems,Banking|Enterprise Software|Games|Governments|Health Care|Hospitality|Insurance|Services,31000000.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inktank,Cloud Computing|Enterprise Software|Open Source|Software|Storage|Web Hosting,14400000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inlet Technologies,Web Hosting,22400000.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InMage Systems,Enterprise Software|Software,35856605.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inmoo,Film|Games|Video,500000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innate Pharma,Biotechnology,134407592.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InnerWireless,Mobile,27000000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InnerWorkings,Outsourcing|Software,12960000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innocoll Holdings,Biotechnology,22600031.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
innocutis,Biotechnology,6500000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innogenetics,Biotechnology|Health Diagnostics,9560000.0,41,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innography,Analytics|Business Intelligence|Internet|SaaS|Search|Software|Visualization,16500000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InnoPharma,Biotechnology,43000000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innov-X Systems,Hardware + Software,27000000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innovalight,Clean Technology|Energy Efficiency|Manufacturing,74341484.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innovate/Protect,Intellectual Asset Management|Intellectual Property|Legal,1035000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innovative Spinal Technologies,Health Care,18000000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innovectra,Advertising,1790000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Innoveer Solutions,Consulting|Enterprise Software,1900000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inogen,Health Care|Manufacturing,51645996.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inotek Pharmaceuticals,Biotechnology,69900000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inovys,Hardware + Software|Manufacturing|Semiconductors|Software|Testing,34000000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
INPHI,Semiconductors,45795665.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InPhonic,Internet|Wireless,56000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InQuira,Knowledge Management|Software,9250000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inside Secure,Software,94734880.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inside Social,Analytics|Curated Web|Internet|Optimization|Social Media Marketing,2245000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insider Pages,Business Services|Curated Web|Local|Reviews and Recommendations,8500000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insight Communications,Web Hosting,0.0,41,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insightera,Business Services|Market Research|Search Marketing,6500000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InsightsOne,Analytics,4300000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InSite Vision,Biotechnology,24568730.0,40,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InSiteOne,Software,10250000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insmed,Biotechnology,100000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InSound Medical,Health Care,13881227.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
inSparq,Enterprise Software|Social Commerce,0.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InspireMD,Health Care,24983103.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inspiris,Health Care|Healthcare Services|Hospitals,8020000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Instablogs,Curated Web|Journalism|Networking|News,0.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Instagram,Mobile|Photo Editing|Photography|Photo Sharing|Social Media|Social Network Media,57500000.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Instahealth,Software,1308756.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InstallFree,Meeting Software|Software|Virtualization,11499997.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InstallShield Software Corporation,Software|Technology|Web Tools,0.0,39,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Instantis,Software,8800000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Instinctiv,Consumer Electronics|iPhone|iPod Touch|Mobile|Music,1420698.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Instructure,Colleges|EdTech|Education|Enterprise Software|High Schools|Software,79100000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insulet,Biotechnology|Health Care,68500000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insurance Noodle,Enterprises,16150000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InsureWorx,Software,6000000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insurity,Software,49750000.0,41,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insync Systems,Design|Information Technology|Manufacturing,0.0,37,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Insys Therapeutics,Biotechnology,2315006.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intalio,Apps|Cloud Computing|Enterprise Software|Mobile,39617282.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intec Pharma,Biotechnology,5000000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intechra Holdings,Computers|Electronics|Recycling|Services,52500000.0,39,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Integra Telecom,Public Relations|Telecommunications,617000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntegralReach,Advertising|Big Data|Games|Predictive Analytics|Television|Video,50000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Integrated Materials,Hardware|Manufacturing|Material Science,8800000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Integration Associates,Semiconductors,11000000.0,35,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Integrien,Enterprise Software,36518951.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Integrity Applications,Health Care,22607446.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intela,Advertising|Lead Generation,13250000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelect Medical,Biotechnology,7000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntelGenX,Biotechnology,5230298.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InteliCoat Technologies,Manufacturing,150000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inteliquent,Telecommunications,12000000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelius,Curated Web,31000000.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intellicheck Mobilisa,Hardware + Software,4500000.0,32,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntelliChem,Information Technology|Intelligent Systems|Product Design,0.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelliden,Software,105000000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelligent Apps (mytaxi),Android|Apps|Automotive|iOS|iPad|iPhone|Mobile|Real Time,13017000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelligent Bio-Systems,Biotechnology|Health Care|Medical,353000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelligent Energy,Clean Technology,166570000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelligroup,Software,0.0,39,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intellikine,Biotechnology,85000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntellinX,Security|Software,4000000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intellione,Software,3800000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intellipharmaceutics International,Biotechnology,12000000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
"IntelliQuest Information Group, Inc",Business Information Systems|Internet Marketing,0.0,41,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intellitactics,Enterprise Software,10300000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intelliworks,Colleges|CRM|Enterprise Software|Event Management|Marketing Automation|Networking|SaaS,23950000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intellon Corporation,Semiconductors,66000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intellution,0,0.0,46,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntenseDebate,Blogging Platforms|Curated Web|Finance|FinTech|Opinions|Reputation,515000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interact Public Safety,Geospatial|Maps|Software,70202607.0,51,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interactif Visuel Système,Computer Vision|Manufacturing|Software,1510072.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interactive Advisory Software,Software,13621199.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interactive Networks,Messaging|Software,1000000.0,40,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interactive Supercomputing,Cloud Computing|Enterprise Software,15500000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interactive TKO,Software,12560000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intercasting,Mobile|Social Network Media|Wireless,17500000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intercell,Biotechnology,72000000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intercept Pharmaceuticals,Biotechnology|Health Care,418400000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
interclick,Advertising,18100000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intercloud Systems,Analytics,25601579.0,16,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntercontinentalExchange,Brokers|Finance|Financial Exchanges|Financial Services,0.0,36,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interlace Medical,Health Care,23000000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interleukin Genetics,Health and Wellness,25000000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interliant,Software,17500000.0,33,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intermap Technologies,Geospatial|Location Based Services|Risk Management,9300000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intermix Media,Curated Web,14000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intermolecular,Semiconductors,62619999.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
International Barrier Technology,Manufacturing,259371.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
International Fitness Holdings,Fitness|Health and Wellness,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
"Internet America, Inc.",Internet|Web Hosting,0.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Internet Broadcasting,Curated Web,500000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Internet Gold - Golden Lines,Web Hosting,79000000.0,34,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iPipeline,Software,104434998.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InterPacket,0,15000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Interplay Entertainment,Entertainment|Games,980000.0,44,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InterSAN,Internet|Software|Technology,25600000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intersect ENT,Health Care,79328131.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intersperse,Digital Media|Marketplaces|Services,21300000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intexys,Web Hosting,6356500.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intradigm Corporation,Biotechnology|Health and Wellness,37400000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intralign,Health and Wellness|Health Care|Healthcare Services|Hospitals,0.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntraOp Medical,Health Care,7200000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intraspect Software,Enterprise Software|Services|Software,11500000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intrexon Corporation,Biotechnology,344000000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intrinsity,Semiconductors,35500000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intronis,Enterprise Software|Flash Storage|Storage,20900000.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IntruVert,Architecture|Network Security|Real Time,36140000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intucell,Mobile,8500000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Intuit,Accounting|Business Services|Computers|Software,6700000.0,43,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inuk Networks,Games|Television,18560000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Invarium,Semiconductors,6000000.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
InvenSense,Semiconductors,38000000.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inventergy,Finance|FinTech,25250000.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inverness Medical Innovations,Health Care|Health Diagnostics,163400000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Inviragen,Biotechnology,15000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Invision.com,Web Hosting,5000000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Invitae,Biotechnology,195502111.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Invite Media,Advertising,5000000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Invivodata,Health and Wellness,13098401.0,39,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Invuity,Health Care,96200000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IO Turbine,Software,7750000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IOD Incorporated,Biotechnology,35000000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iogyn,Hardware + Software,5000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Iomai Corporation,Biotechnology,54000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ion Torrent,Biotechnology,59864364.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ionix Pharmaceuticals,Health Care|Medical|Pharmaceuticals,15900000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iPayment,Banking|Curated Web|Financial Services,0.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Iperia,Enterprise Software,10000000.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IPICO,Hardware + Software,2500000.0,22,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iPierian,Biotechnology,74170000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IPLocks,Security,15400000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IPTEGO,Software,1190000.0,20,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IPtronics A/S,Semiconductors,10380000.0,23,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Iptune,Mobile,1651520.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IPWireless,Mobile,31580000.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IQ Engines,Augmented Reality|Image Recognition|Photography,3800000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IQuum,Biotechnology,1000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IronPearl,Analytics|SaaS|Software,0.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
IronPort Systems,Security,61500000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ironwood Pharmaceuticals,Health Care,459000000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ISD Corporation,Software,6000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ISH,0,0.0,37,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iSignthis Ltd (ASX : ISX),Finance Technology|Internet,11233343.1792719,13,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Isilon Systems,Web Hosting,43400000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ISIS,E-Commerce,400000.0,28,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Isis Pharmaceuticals,Biotechnology,212250000.0,37,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iSkoot,Mobile,32200000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Overtone,Analytics|SaaS|Social Media|Social Media Monitoring,20500000.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
isocket,Advertising|All Markets|Developer APIs|PaaS|Sales and Marketing,15104119.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iSoftStone,Technology,46500000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Istante Software,Computers|Software,10000000.0,24,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iStorez,Curated Web,2300000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Istpika,Facebook Applications|Games|iPhone,2396740.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iStreamPlanet,Games|Video Streaming,15000000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iStyle Inc.,Beauty|Cosmetics|E-Commerce|Internet|Online Reservations|Social Media|Specialty Retail,0.0,27,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iSuppli,Business Analytics|Consulting|Product Design,30442772.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ITA Software,Travel,100000000.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ITC Global,Public Relations,5450000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ITIS Holdings,Software,10964643.0,29,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ITM Power,Manufacturing,15152514.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ITM Software,Software,19000000.0,25,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iTracs,Web Hosting,17840000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iTwin,Finance|Hardware + Software|Meeting Software|Security,1298773.0,14,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iUniverse,Information Technology,21000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iVantage Health Analytics,Analytics,18600000.0,15,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Ivera Medical,Biotechnology,4064891.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
ividence,Advertising|Email,9700000.0,18,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iVideosongs,Music|Tutoring|Video,3300000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iVillage,News|Women,0.0,31,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iVivity,Hardware|Manufacturing|Networking|Storage,49000000.0,2026,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iViZ Security,Computers|Network Security|Security|Testing,7400000.0,21,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iWatt,Manufacturing,41200000.0,26,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iWeb Technologies,Data Centers|Networking|Web Hosting,33521971.0,30,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Transpond,Advertising|Networking|Sales and Marketing|SNS|Social Media|Web Tools,4100000.0,19,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
iWitness,Software,11200000.0,17,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
